end_date,t_end,A,B,x_bar,A_center,sigma,r2
2017-08-25 04:29:59.999999776,8.085387,-0.446512,3.989746,0.731558,2.472219,0.326082,0.676181
2017-09-24 14:59:59.999999776,8.168720,-0.389718,3.933611,0.738504,2.515269,0.324581,0.664425
2017-10-25 01:29:59.999999776,8.252053,-0.334850,3.882433,0.745298,2.558718,0.323199,0.653473
2017-11-24 11:59:59.999999776,8.335387,-0.263922,3.815784,0.752012,2.605595,0.321555,0.640372
2017-12-24 22:29:59.999999744,8.418720,-0.236312,3.812201,0.758494,2.655220,0.329922,0.620826
2018-01-24 08:59:59.999999744,8.502053,-0.194370,3.790809,0.765085,2.705921,0.335545,0.602726
2018-02-23 19:29:59.999999776,8.585387,-0.159432,3.770558,0.771363,2.749037,0.338298,0.589069
2018-03-26 05:59:59.999999776,8.668720,-0.182551,3.819819,0.777634,2.787869,0.344617,0.579468
2018-04-25 16:29:59.999999712,8.752053,-0.281775,3.954955,0.783838,2.818270,0.349332,0.582380
2018-05-26 02:59:59.999999712,8.835387,-0.386621,4.096815,0.789922,2.849544,0.354493,0.585683
2018-06-25 13:29:59.999999776,8.918720,-0.454020,4.188186,0.795944,2.879543,0.357132,0.585632
2018-07-25 23:59:59.999999712,9.002053,-0.473466,4.220874,0.801770,2.910702,0.358679,0.580645
2018-08-25 10:29:59.999999648,9.085387,-0.498728,4.259880,0.807704,2.941993,0.360239,0.576207
2018-09-24 20:59:59.999999616,9.168720,-0.534090,4.308623,0.813366,2.970397,0.361385,0.573707
2018-10-25 07:29:59.999999680,9.252053,-0.568178,4.354502,0.819137,2.998754,0.362125,0.571255
2018-11-24 17:59:59.999999616,9.335387,-0.693866,4.502633,0.824645,3.019209,0.358824,0.585725
2018-12-25 04:29:59.999999552,9.418720,-0.896639,4.730208,0.830160,3.030192,0.345591,0.621357
2019-01-24 14:59:59.999999552,9.502053,-1.104923,4.961771,0.835625,3.041257,0.331822,0.655985
2019-02-24 01:29:59.999999616,9.585387,-1.283884,5.157041,0.840997,3.053173,0.319727,0.684135
2019-03-26 11:59:59.999999552,9.668720,-1.455363,5.343119,0.846322,3.066634,0.309162,0.707829
2019-04-25 22:29:59.999999552,9.752053,-1.603674,5.504625,0.851483,3.083420,0.301474,0.725240
2019-05-26 08:59:59.999999552,9.835387,-1.777385,5.696450,0.856750,3.103048,0.293279,0.744513
2019-06-25 19:29:59.999999552,9.918720,-2.010578,5.955785,0.861784,3.122023,0.280448,0.772855
2019-07-26 05:59:59.999999552,10.002053,-2.266381,6.240439,0.866831,3.143028,0.266369,0.801927
2019-08-25 16:29:59.999999552,10.085387,-2.503127,6.500595,0.871837,3.164333,0.252646,0.826543
2019-09-25 02:59:59.999999552,10.168720,-2.695723,6.709227,0.876765,3.186693,0.241365,0.844740
2019-10-25 13:29:59.999999552,10.252053,-2.826416,6.845648,0.881654,3.209074,0.234376,0.854332
2019-11-24 23:59:59.999999552,10.335387,-2.942215,6.965322,0.886468,3.232322,0.228440,0.862094
2019-12-25 10:29:59.999999488,10.418720,-2.984552,7.000000,0.891245,3.254164,0.224737,0.865939
2020-01-24 20:59:59.999999488,10.502053,-2.992648,7.000000,0.895883,3.278533,0.224497,0.864339
2020-02-24 07:29:59.999999552,10.585387,-2.998492,7.000000,0.900622,3.305863,0.224762,0.861680
2020-03-25 17:59:59.999999488,10.668720,-3.000000,6.992922,0.905158,3.329700,0.227649,0.854938
2020-04-25 04:29:59.999999488,10.752053,-2.975405,6.957188,0.909712,3.353634,0.231982,0.844479
2020-05-25 14:59:59.999999488,10.835387,-2.918255,6.889293,0.914233,3.380162,0.234243,0.836270
2020-06-25 01:29:59.999999488,10.918720,-2.840653,6.800450,0.918690,3.406855,0.236223,0.827535
2020-07-25 11:59:59.999999488,11.002053,-2.763729,6.712333,0.923116,3.432532,0.238575,0.817666
2020-08-24 22:29:59.999999424,11.085387,-2.685363,6.625751,0.927417,3.459470,0.239366,0.809688
2020-09-24 08:59:59.999999424,11.168720,-2.546496,6.475811,0.931815,3.487765,0.239793,0.798693
2020-10-24 19:29:59.999999488,11.252053,-2.403503,6.322860,0.936029,3.514877,0.239681,0.787788
2020-11-24 05:59:59.999999360,11.335387,-2.330818,6.246461,0.940339,3.542974,0.239228,0.781170
2020-12-24 16:29:59.999999360,11.418720,-2.301598,6.217601,0.944469,3.570733,0.239055,0.776258
2021-01-24 02:59:59.999999360,11.502053,-2.331210,6.254990,0.948620,3.602399,0.240528,0.773026
2021-02-23 13:29:59.999999360,11.585387,-2.353152,6.286565,0.952744,3.636333,0.242883,0.767770
2021-03-25 23:59:59.999999360,11.668720,-2.395004,6.340106,0.956754,3.670921,0.246367,0.762344
2021-04-25 10:29:59.999999360,11.752053,-2.426918,6.383915,0.960859,3.707127,0.249600,0.756608
2021-05-25 20:59:59.999999360,11.835387,-2.419914,6.385535,0.964795,3.740815,0.250681,0.751706
2021-06-25 07:29:59.999999360,11.918720,-2.392778,6.362214,0.968823,3.771079,0.250370,0.747280
2021-07-25 17:59:59.999999360,12.002053,-2.342185,6.313702,0.972685,3.799057,0.249723,0.741938
2021-08-25 04:29:59.999999296,12.085387,-2.289915,6.266979,0.976570,3.830228,0.248654,0.737466
2021-09-24 14:59:59.999999296,12.168720,-2.211726,6.194875,0.980431,3.861921,0.246903,0.731995
2021-10-25 01:29:59.999999360,12.252053,-2.139986,6.130731,0.984246,3.894162,0.245107,0.727491
2021-11-24 11:59:59.999999296,12.335387,-2.080520,6.079786,0.988038,3.926540,0.244032,0.722180
2021-12-24 22:29:59.999999296,12.418720,-1.982322,5.988276,0.991730,3.956430,0.241471,0.716855
2022-01-24 08:59:59.999999296,12.502053,-1.858704,5.870101,0.995511,3.985048,0.238614,0.709981
2022-02-23 19:29:59.999999296,12.585387,-1.713980,5.730296,0.999139,4.011383,0.235479,0.701966
2022-03-26 05:59:59.999999296,12.668720,-1.575607,5.597141,1.002791,4.037155,0.232474,0.694128
2022-04-25 16:29:59.999999232,12.752053,-1.410295,5.438925,1.006421,4.063556,0.228386,0.685608
2022-05-26 02:59:59.999999232,12.835387,-1.263943,5.296126,1.010012,4.085206,0.226765,0.673736
2022-06-25 13:29:59.999999296,12.918720,-1.138273,5.170150,1.013581,4.102094,0.228127,0.656408
2022-07-25 23:59:59.999999232,13.002053,-0.947801,4.980314,1.017059,4.117471,0.230152,0.631510
2022-08-25 10:29:59.999999232,13.085387,-0.826409,4.857798,1.020623,4.131569,0.231925,0.612301
2022-09-24 20:59:59.999999232,13.168720,-0.713344,4.742171,1.024043,4.142844,0.234807,0.591033
2022-10-25 07:29:59.999999232,13.252053,-0.611798,4.637192,1.027549,4.153146,0.237791,0.570023
2022-11-24 17:59:59.999999232,13.335387,-0.576661,4.594714,1.030915,4.160099,0.240093,0.556915
2022-12-25 04:29:59.999999168,13.418720,-0.678968,4.680211,1.034306,4.161801,0.236310,0.570200
2023-01-24 14:59:59.999999168,13.502053,-0.817138,4.800368,1.037678,4.164099,0.231410,0.588684
2023-02-24 01:29:59.999999232,13.585387,-0.895436,4.866457,1.041016,4.170622,0.229319,0.596198
2023-03-26 11:59:59.999999168,13.668720,-0.983176,4.941693,1.044335,4.177609,0.227304,0.603840
2023-04-25 22:29:59.999999168,13.752053,-1.035882,4.985788,1.047572,4.187089,0.226425,0.606351
2023-05-26 08:59:59.999999168,13.835387,-1.105474,5.044415,1.050891,4.195654,0.225034,0.611190
2023-06-25 19:29:59.999999168,13.918720,-1.101338,5.034473,1.054078,4.205389,0.225677,0.605370
2023-07-26 05:59:59.999999168,14.002053,-1.093824,5.022391,1.057290,4.216301,0.226081,0.600060
2023-08-25 16:29:59.999999040,14.085387,-1.073303,4.997683,1.060486,4.226672,0.227011,0.591878
2023-09-25 02:59:59.999999040,14.168720,-1.007086,4.929957,1.063651,4.236668,0.228793,0.578162
2023-10-25 13:29:59.999999168,14.252053,-0.939018,4.861696,1.066800,4.247440,0.230396,0.564070
2023-11-24 23:59:59.999999040,14.335387,-0.878094,4.802898,1.069919,4.260616,0.230743,0.553820
2023-12-25 10:29:59.999999040,14.418720,-0.698857,4.638348,1.073022,4.278192,0.228892,0.536909
2024-01-24 20:59:59.999999040,14.502053,-0.510844,4.466817,1.076049,4.295670,0.226439,0.520006
2024-02-24 07:29:59.999999040,14.585387,-0.294928,4.271372,1.079155,4.314543,0.222620,0.502556
2024-03-25 17:59:59.999999040,14.668720,-0.156114,4.149859,1.082139,4.334609,0.219431,0.491884
2024-04-25 04:29:59.999998912,14.752053,-0.067953,4.074542,1.085148,4.353529,0.217671,0.483548
2024-05-25 14:59:59.999998912,14.835387,-0.022008,4.036337,1.088143,4.370104,0.217079,0.476466
2024-06-25 01:29:59.999999040,14.918720,-0.056099,4.070236,1.091111,4.384979,0.217423,0.476697
2024-07-25 11:59:59.999998912,15.002053,-0.116840,4.126199,1.094064,4.397488,0.217547,0.479539
2024-08-24 22:29:59.999998912,15.085387,-0.148847,4.155984,1.096947,4.410047,0.217622,0.479627
2024-09-24 08:59:59.999998912,15.168720,-0.142981,4.151399,1.099905,4.423164,0.217611,0.475683
2024-10-24 19:29:59.999998912,15.252053,-0.074364,4.091854,1.102749,4.437922,0.216973,0.466668
2024-11-24 05:59:59.999998912,15.335387,-0.061511,4.084118,1.105667,4.454164,0.216994,0.462649
2024-12-24 16:29:59.999998912,15.418720,-0.014958,4.048632,1.108473,4.472840,0.216580,0.455707
2025-01-24 02:59:59.999998912,15.502053,0.021957,4.021459,1.111303,4.491018,0.216145,0.450391
2025-02-23 13:29:59.999998912,15.585387,0.031192,4.018182,1.114122,4.507935,0.216445,0.445806
2025-03-25 23:59:59.999998912,15.668720,0.184936,3.886409,1.116873,4.525560,0.213025,0.434085
2025-04-25 10:29:59.999998912,15.752053,0.393131,3.707190,1.119697,4.544060,0.208199,0.419004
2025-05-25 20:59:59.999998912,15.835387,0.491523,3.625942,1.122413,4.561326,0.206297,0.409654
2025-06-25 07:29:59.999998912,15.918720,0.590430,3.544879,1.125201,4.579131,0.204379,0.400151
2025-07-25 17:59:59.999998912,16.002053,0.703088,3.452436,1.127882,4.597028,0.201881,0.390434
2025-08-25 04:29:59.999998848,16.085387,0.759650,3.408997,1.130588,4.613821,0.200971,0.383860
2025-09-24 14:59:59.999998912,16.168720,0.881542,3.308390,1.133282,4.630882,0.198454,0.372506
2025-10-25 01:29:59.999998912,16.252053,1.000000,3.211086,1.135955,4.647649,0.195663,0.362172
2025-11-24 11:59:59.999998848,16.335387,1.000000,3.215483,1.138616,4.661200,0.194550,0.351574
2025-12-24 22:29:59.999998848,16.418720,1.000000,3.217577,1.141215,4.671947,0.194157,0.343843
2026-01-24 08:59:59.999998720,16.502053,1.000000,3.216758,1.143884,4.679598,0.193544,0.357964
2026-02-23 19:29:59.999998848,16.585387,0.882791,3.315211,1.146451,4.683519,0.191525,0.375855
2026-03-26 05:59:59.999998848,16.668720,0.691651,3.475815,1.149043,4.685513,0.187344,0.406292
